Price,Open,High,Low,Close,Adj Close,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,,
2005-12-19,60.98080062866211,61.5163459777832,60.98080062866211,61.20573043823242,52.69597244262695,34209980
2005-12-20,61.394954681396484,61.887657165527344,60.855838775634766,61.02007293701172,52.536128997802734,50743906
2005-12-21,61.13075256347656,61.65201950073242,60.627342224121094,61.41994857788086,52.88041687011719,52644388
2005-12-22,61.694862365722656,62.105445861816406,60.923675537109375,61.12004470825195,52.622196197509766,80228450
2005-12-23,61.052207946777344,61.409236907958984,59.99539566040039,60.188194274902344,51.81991195678711,81345567
2005-12-26,59.981117248535156,60.11678695678711,59.05283737182617,59.4598503112793,51.19282913208008,74546889
2005-12-27,59.62408447265625,62.11615753173828,59.134952545166016,61.901939392089844,53.29539108276367,82522974
2005-12-28,62.12329864501953,63.544281005859375,61.98048782348633,62.301815032958984,53.63966751098633,151772052
2005-12-29,61.98048782348633,63.908451080322266,61.98048782348633,63.629966735839844,54.78315734863281,127220281
2005-12-30,64.12266540527344,64.32617950439453,63.212242126464844,63.501434326171875,54.6724967956543,69291357
2006-01-02,63.76564025878906,64.40829467773438,63.562129974365234,64.1119613647461,55.19813537597656,51281633
2006-01-03,64.22977447509766,65.97208404541016,63.9798583984375,65.693603515625,56.559871673583984,68687753
2006-01-04,65.76500701904297,66.83609771728516,65.693603515625,66.3969497680664,57.165428161621094,60512596
2006-01-05,66.62187957763672,66.83609771728516,65.693603515625,65.81499481201172,56.66438293457031,74344078
2006-01-06,65.81499481201172,66.51119995117188,65.20089721679688,65.74358367919922,56.60291290283203,89054027
2006-01-09,65.90782165527344,66.08633422851562,64.70819854736328,64.99024963378906,55.95431137084961,87383441
2006-01-10,64.90813446044922,64.97954559326172,63.42646026611328,63.84418487548828,54.96759033203125,134444371
2006-01-12,61.63059616088867,64.05126190185547,61.63059616088867,63.32649230957031,54.52186584472656,275574236
2006-01-13,63.5478515625,64.05126190185547,63.05514907836914,63.205101013183594,54.417354583740234,141888428
2006-01-16,63.408607482910156,63.408607482910156,61.709144592285156,62.333946228027344,53.667327880859375,215346951
2006-01-17,62.4981803894043,66.90750885009766,62.26968002319336,66.30055236816406,57.08243942260742,632289604
2006-01-18,66.30055236816406,83.13570404052734,66.30055236816406,79.28407287597656,68.26077270507812,533724706
2006-01-19,80.00411224365234,83.39286041259766,79.02120208740234,80.51842498779297,69.32352447509766,89000074
2006-01-20,80.80415344238281,81.07845306396484,80.23269653320312,80.48413848876953,69.29399108886719,33771785
2006-01-23,80.23269653320312,80.68986511230469,79.318359375,80.27269744873047,69.11195373535156,36528785
2006-01-24,81.14702606201172,81.60419464111328,78.7411880493164,79.25550079345703,68.23619079589844,98982821
2006-01-25,79.54694366455078,79.98125457763672,78.28974151611328,78.67832946777344,67.7392578125,117047947
2006-01-27,79.42122650146484,80.36984252929688,79.40979766845703,79.84981536865234,68.74787902832031,54941663
2006-01-30,80.00411224365234,82.08422088623047,80.00411224365234,81.26703643798828,69.96804809570312,63495319
2006-01-31,80.96416473388672,82.26708221435547,80.96416473388672,81.59276580810547,70.24848175048828,54326385
2006-02-01,81.67276763916016,82.15279388427734,80.11840057373047,80.5527114868164,69.3530502319336,43206477
2006-02-02,81.1355972290039,81.82135009765625,80.11840057373047,80.99273681640625,69.73187255859375,43943959
2006-02-03,80.80415344238281,80.80415344238281,79.43265533447266,79.61552429199219,68.5461654663086,30004832
2006-02-06,79.43265533447266,82.604248046875,78.11830139160156,82.32994842529297,70.88319396972656,83346920
2006-02-07,82.3528060913086,82.6899642944336,80.74700927734375,82.3528060913086,70.9028549194336,59512226
2006-02-08,82.28422546386719,82.51852416992188,81.60419464111328,81.88992309570312,70.50433349609375,59064976
2006-02-10,81.7184829711914,82.6956787109375,81.7184829711914,82.24422454833984,70.80939483642578,45202538
2006-02-13,81.7184829711914,82.40423583984375,81.7184829711914,81.92420959472656,70.53385925292969,27743423
2006-02-14,81.7184829711914,82.787109375,81.38703918457031,81.6270523071289,70.27800750732422,57810973
2006-02-15,81.38703918457031,82.16422271728516,79.60409545898438,80.2098388671875,69.05784606933594,67014266
2006-02-16,80.2098388671875,81.07845306396484,79.3240737915039,79.66695404052734,68.59043884277344,35513864
2006-02-17,80.34698486328125,80.86129760742188,78.86119842529297,79.2212142944336,68.20668029785156,40528581
2006-02-20,79.318359375,80.3984146118164,78.74690246582031,80.23841094970703,69.0824203491211,28227011
