Price,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,z_news_pc1,z_news_pc2,z_news_pc3,z_news_pc4,z_news_pc5,z_news_pc6,z_news_pc7,z_news_pc8,z_news_pc9,z_news_pc10,z_news_pc11,z_news_pc12,z_news_pc13,z_news_pc14,z_news_pc15,z_news_pc16,z_news_pc17,z_news_pc18,z_news_pc19,z_news_pc20,z_news_pc21,z_news_pc22,z_news_pc23,z_news_pc24,z_news_pc25,z_news_pc26,z_news_pc27,z_news_pc28,target_h1,target_h5,target_h20,Symbol
2007-03-19,0.8942893989466641,-0.1144149337494062,-0.5216061654973034,0.20278201329672352,-0.6053875221198591,-0.5786336064463661,-0.22445389962380657,-0.0873410576977814,0.23655083961935702,-1.4417649723258046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054774760841018,0.0211725673027531,0.0479749458542499,SPY
2007-03-20,0.3968252874617028,0.48494939748268234,-0.11966834495022281,0.21299014601328,-0.6020749625141094,-0.5827384653731009,0.03843853667637072,-0.21744483393737932,-0.022774368660402684,-0.7272619771908926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163231735983719,0.0133179536226322,0.0437204903482992,SPY
2007-03-21,1.2261602927901447,0.9523859352950461,0.8419985667409239,0.2956933233264618,-0.5942909613158279,-0.5846691442702155,0.6805603502863303,0.2917165242332726,1.208261241270444,-0.012758982055980528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007681040489631,-0.0103118623926832,0.0271252884173733,SPY
2007-03-22,-0.08075379181092937,1.197340797627302,1.1829716456630603,0.2956935429789706,-0.5888438642239708,-0.5866002774052183,0.6800076826761993,0.7373204763136151,0.5863658942313072,0.7017440130789315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014657455108251,-0.0084864871335748,0.0372909968018699,SPY
2007-03-23,0.09006137559829752,0.8448383040788063,1.101306426768033,0.29390796254078977,-0.5830873611856313,-0.5878208837350698,0.7537423260430024,1.1812837997006802,-0.22033727463865677,1.4162470082138434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013257238415826,-0.0097411408227463,0.0320492798364764,SPY
2007-03-26,-0.12339315300230218,0.0062804220254180105,1.2648930912904834,0.2940530154768758,-0.578056650413241,-0.5890966799683864,0.7223165979910003,0.7749196554182326,0.4698318569952164,-1.4417649723258046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002377137596019,-0.0072893067987651,0.0337801478540917,SPY
2007-03-27,-0.20379132292089147,-0.025191813245373493,0.7550503078918871,-0.2079961438400671,-0.5686820530815745,-0.5855234373671123,0.5793599664516658,0.700565944371385,0.19956835557475233,-0.7272619771908926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073066424169434,0.00579309600867,0.0452973307722892,SPY
2007-03-28,-0.580734428843669,-0.24208533613948413,0.4541509323386276,-0.21453225860593977,-0.5630635594406399,-0.5842016643596792,0.2846406898494401,0.1033610598524624,1.1342582232181393,-0.012758982055980528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010572712101453,0.0142124607761671,0.0537405008193188,SPY
2007-03-29,0.05882668222010852,-0.5796502487027887,-0.4510746042707519,-0.21935874130405597,-0.557516497404371,-0.582360588823461,0.2973857331513881,0.1290216860732664,0.8592396492081054,0.7017440130789315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002110918216535,0.0158626912155721,0.0518808495502067,SPY
2007-03-30,-0.005877887194659176,-0.38581114292803864,-0.3811470052844155,-0.2985164895579187,-0.5512076030573237,-0.5788177505365139,0.2535385013537922,0.0870151265367944,0.6408546057019623,1.4162470082138434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011261101823984,0.0170371409158871,0.0433428864518683,SPY
