fold,horizon,model_name,train_metrics,test_metrics,n_train,n_test,n_features,predictions_path,results_path
0,target_h1,TransformerRegressor,"{'rmse': 0.022117555961067598, 'mae': 0.017466865489317772, 'r2': -1.8515069759381615, 'dir_acc': 0.45674603174603173, 'avg_pnl': -0.00013952198758773838, 'vol': 0.013100110034363165, 'sharpe': -0.16907055617745032, 'turnover': 0.05654761904761905}","{'rmse': 0.010414133050474395, 'mae': 0.00790566075067614, 'r2': -1.7119016687802935, 'dir_acc': 0.44841269841269843, 'avg_pnl': -0.0003048493879762793, 'vol': 0.006353814092989049, 'sharpe': -0.7616423673510863, 'turnover': 0.3273809523809524}",2520,252,38,data/experiments/TransformerRegressor/fold_0/target_h1_predictions.csv,data/experiments/TransformerRegressor/fold_0/target_h1_results.json
