fold,horizon,model_name,train_metrics,test_metrics,n_train,n_test,n_features,predictions_path,results_path
0,target_h1,MSTFCARegressor,"{'rmse': 0.013726225901609377, 'mae': 0.009073471562681292, 'r2': 0.4912834437654223, 'dir_acc': 0.7119047619047619, 'avg_pnl': 0.008097591857536404, 'vol': 0.017434696850569194, 'sharpe': 7.372957886391969, 'turnover': 0.4498015873015873}","{'rmse': 0.007228833455388774, 'mae': 0.005250430672678479, 'r2': 0.3994912820139216, 'dir_acc': 0.7103174603174603, 'avg_pnl': 0.004105132092475829, 'vol': 0.008350708160562683, 'sharpe': 7.8037635182040015, 'turnover': 0.39880952380952384}",2520,252,38,data/experiments/MSTFCARegressor/fold_0/target_h1_predictions.csv,data/experiments/MSTFCARegressor/fold_0/target_h1_results.json
