fold,horizon,model_name,train_metrics,test_metrics,n_train,n_test,n_features,predictions_path,results_path
0,target_h1,ESNRegressor,"{'rmse': 0.013097884234849462, 'mae': 0.008363573167714588, 'r2': -5.673696298558184e-06, 'dir_acc': 0.5484126984126985, 'avg_pnl': 0.0002604068662357242, 'vol': 0.013097846245725115, 'sharpe': 0.31561149588769494, 'turnover': 0.0001984126984126984}","{'rmse': 0.0063324077802501275, 'mae': 0.004451310624711891, 'r2': -0.0026871336514671107, 'dir_acc': 0.5436507936507936, 'avg_pnl': 0.000619243223489563, 'vol': 0.006324144818806014, 'sharpe': 1.5543890445488198, 'turnover': 0.001984126984126984}",2520,252,38,data/experiments/ESNRegressor/fold_0/target_h1_predictions.csv,data/experiments/ESNRegressor/fold_0/target_h1_results.json
