fold,horizon,model_name,train_metrics,test_metrics,n_train,n_test,n_features,predictions_path,results_path
0,target_h1,LSTMRegressor,"{'rmse': 0.013081654086176635, 'mae': 0.008612066719088261, 'dir_acc': 0.4845238095238095}","{'rmse': 0.006538529985008089, 'mae': 0.004706516037951795, 'dir_acc': 0.47619047619047616}",2520,252,10,data/experiments/LSTMRegressor/fold_0/target_h1_predictions.csv,data/experiments/LSTMRegressor/fold_0/target_h1_results.json
