fold,horizon,model_name,train_metrics,test_metrics,n_train,n_test,n_features,predictions_path,results_path
0,target_h1,RidgeRegressor,"{'rmse': 0.011236514150288703, 'mae': 0.008062432037297196, 'r2': 0.2640244701485439, 'dir_acc': 0.5884920634920635, 'avg_pnl': 0.0031464226922445905, 'vol': 0.012704445170334972, 'sharpe': 3.931530350939369, 'turnover': 0.48353174603174603}","{'rmse': 0.007637596240096664, 'mae': 0.0058645127128168755, 'r2': -0.4586163791544202, 'dir_acc': 0.48412698412698413, 'avg_pnl': 0.00031636185679851395, 'vol': 0.006343785244281045, 'sharpe': 0.7916549175274207, 'turnover': 0.3115079365079365}",2520,252,38,data/experiments/RidgeRegressor/fold_0/target_h1_predictions.csv,data/experiments/RidgeRegressor/fold_0/target_h1_results.json
