fold,horizon,model_name,train_metrics,test_metrics,n_train,n_test,n_features,predictions_path,results_path
0,target_h1,TCNRegressor,"{'rmse': 0.012453707703153852, 'mae': 0.008247390406581921, 'r2': 0.5812344716795217, 'dir_acc': 0.7404761904761905, 'avg_pnl': 0.008789796871168086, 'vol': 0.017093692778066043, 'sharpe': 8.16287629518828, 'turnover': 0.4871031746031746}","{'rmse': 0.006840625354988447, 'mae': 0.004957534093744669, 'r2': 0.46225734147894315, 'dir_acc': 0.7777777777777778, 'avg_pnl': 0.004701632775487033, 'vol': 0.008021593360212067, 'sharpe': 9.304399154604024, 'turnover': 0.45436507936507936}",2520,252,38,data/experiments/TCNRegressor/fold_0/target_h1_predictions.csv,data/experiments/TCNRegressor/fold_0/target_h1_results.json
