Price,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,z_news_pc1,z_news_pc2,z_news_pc3,z_news_pc4,z_news_pc5,z_news_pc6,z_news_pc7,z_news_pc8,z_news_pc9,z_news_pc10,z_news_pc11,z_news_pc12,z_news_pc13,z_news_pc14,z_news_pc15,z_news_pc16,z_news_pc17,z_news_pc18,z_news_pc19,z_news_pc20,z_news_pc21,z_news_pc22,z_news_pc23,z_news_pc24,z_news_pc25,z_news_pc26,z_news_pc27,z_news_pc28,target_h1,target_h5,target_h20,Symbol
2006-03-16,0.13772302763819785,0.8070842294932197,0.6928872203499321,-0.6898127987775373,-0.7150256783906146,-0.7118046691082665,0.4790443113857353,0.24571851637933173,0.396187804879012,0.7001950393128141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008350249593096,-0.0030774109228142,-0.013895878236684,SPY
2006-03-17,0.04398690155684308,0.3366731860788955,1.02852617706225,-0.7169967226189283,-0.7100279226045811,-0.7097189276035261,0.4816170264749361,0.2630389709846636,-0.5390814796071209,1.414274966090755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001609462452909,-0.0031445831530323,-0.0151194439352968,SPY
2006-03-20,-0.1426520604977085,0.13353260025200042,0.6994436476492936,-0.7212412557461882,-0.704233926083525,-0.7074864995553237,0.3901504537504854,0.7582656240516144,-0.6274775235744117,-1.4420447410210082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006307820197775,-0.002994875548989,0.0022212926319191,SPY
2006-03-21,-0.5013761874781327,-0.07306319852255408,0.5668147749369272,-0.6961508554564805,-0.6997491469170253,-0.7057844768190081,0.1303697949856375,-0.027865205839281492,1.441355635312649,-0.7279648142430675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060774320898815,-0.0028591383132852,0.0104400390337788,SPY
2006-03-22,0.4442497217401944,-0.4749167431810099,-0.07197367364143,-0.6959749599728149,-0.6941655499651559,-0.704068584308696,0.3343672254009266,0.2500492858499239,-0.3612246158694251,-0.013884887465126573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020725853213212,-0.0026879526388894,0.0057365352304596,SPY
2006-03-23,-0.1780119363686708,-0.04245520278596408,-0.009681636436693885,-0.6941701431639125,-0.6873449038251686,-0.7024380648573009,0.2342379697397346,0.4065770716331231,-0.6415503999954414,0.7001950393128141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007678527290915,-0.0023859715546752,0.0079613083950196,SPY
2006-03-24,0.03885823725522688,0.19581737769633104,-0.1675582515530438,-0.6966645220820817,-0.6828550178730091,-0.7010495269624792,0.2439408384345613,0.7512990534820083,-0.821985847283214,1.414274966090755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014597548488657,-0.0029220676450067,0.0053618029913193,SPY
2006-03-27,-0.1312217411225082,-0.10289738369850258,-0.1701227320582488,-0.694345883047093,-0.6792696829371855,-0.6999146394013473,0.1737612868565978,0.7566317392780063,-1.3846449119843758,-1.4420447410210082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0061720829620712,-0.0022326679542077,0.0026879047773551,SPY
2006-03-28,-0.4910125191453438,-0.06841979217648898,-0.1644072417313169,-0.7307296774960269,-0.6802066852551236,-0.6983300381018157,-0.07782453139396829,0.25458941014152703,1.170244430288323,-0.7279648142430675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062486177642773,0.0103165015496573,0.0090905623275059,SPY
2006-03-29,0.4573199124182651,-0.4588577333419035,-0.1592251077800905,-0.7554120940363074,-0.6806539932536042,-0.6970898171185165,0.1379894433161186,0.9282242879931285,0.0743891890266892,-0.013884887465126573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001770604237107,0.0075089415127145,0.0076615207832348,SPY
2006-03-30,-0.1549553905111926,-0.025187845500743485,-0.1526896343659577,-0.7523149034544401,-0.6821534383739913,-0.6960823894032236,0.058181010425365616,0.45088962689795403,0.5577016112723523,0.7001950393128141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002317566387599,0.0082103338121095,0.0127843321782687,SPY
2006-03-31,-0.002073214206076514,0.22243754584786712,-0.1411606944916448,-0.7705831791681834,-0.6838193414942277,-0.6944108429041452,0.04404847817670921,0.3769250383670522,0.1427344655283804,1.414274966090755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007703551580666,-0.0022365337122778,0.0043807921615757,SPY
2006-04-03,-0.0785854125047659,-0.11606859810914939,-0.1616276042266337,-0.7890657212273644,-0.6852531179935608,-0.6922233780779427,-0.014375714070514588,-0.3015654457553303,0.0612987996565771,-1.4420447410210082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063770865417938,7.687556005908647e-05,0.0126382721888518,SPY
2006-04-04,0.4671286269865005,-0.05979499436806049,-0.1353079173320931,-0.7731091623304946,-0.6832076878481471,-0.6889472582705968,0.1788684138339342,-0.16220481838705259,-0.2951700281379601,-0.7279648142430675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034410577273344,-0.014815342506897,0.0025245041716228,SPY
2006-04-05,0.24296000670482862,0.2859387504241413,0.34379037142031976,-0.7702148498100333,-0.6818790647080837,-0.6854794886977891,0.2603637966743644,-0.0696840003878992,-0.5286097134247232,-0.013884887465126573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001069211937712,-0.0163918577394461,0.0026675361405201,SPY
2006-04-06,-0.10140341470726419,0.5228711154412063,0.23660421787807287,-0.8139093515228472,-0.680276439304705,-0.6812536445589912,0.1627904764092939,-0.20534819112017738,-0.149567123405696,0.7001950393128141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102151108856274,-0.0166428295713041,0.0125287867779171,SPY
2006-04-07,-0.7997015847704518,0.10394541108005931,0.26338175485219445,-0.7726724723410151,-0.6816891851321848,-0.6797098839793644,-0.2378159507297826,-0.7327405450969741,1.0186459859914356,1.414274966090755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015430541142702,-0.0068162594249798,0.0215355190601549,SPY
2006-04-10,0.09804560765845186,-0.664345045017696,-0.1354555030408961,-0.7731921393819131,-0.6822795991924518,-0.6782073717116573,-0.2009311206071593,-0.2656552283102416,-1.0579074251123968,-1.4420447410210082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0085151315251623,0.0073719605750568,0.0219554016050196,SPY
2006-04-11,-0.6699065276286343,-0.5173800262479927,-0.0471348836390139,-0.7971054295611365,-0.6835026975706536,-0.6792910657157035,-0.5002972735033936,-1.1623793733139702,0.6002792422812272,-0.7279648142430675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018645424947854,0.0177980183043038,0.0299425600740175,SPY
