Price,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,z_news_pc1,z_news_pc2,z_news_pc3,z_news_pc4,z_news_pc5,z_news_pc6,z_news_pc7,z_news_pc8,z_news_pc9,z_news_pc10,z_news_pc11,z_news_pc12,z_news_pc13,z_news_pc14,z_news_pc15,z_news_pc16,z_news_pc17,z_news_pc18,z_news_pc19,z_news_pc20,z_news_pc21,z_news_pc22,z_news_pc23,z_news_pc24,z_news_pc25,z_news_pc26,z_news_pc27,z_news_pc28,target_h1,target_h5,target_h20,Symbol
2011-03-18,0.28518053665853277,-0.4623962072541489,-0.836417856462076,0.35298192766955777,-1.3680972768397253,-1.3543501768898831,-1.0809576662492553,-1.2930225917366265,0.8468624293310842,1.4123244027232895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153789827579116,0.0273310687855001,0.032951051144126,SPY
2011-03-21,1.3630548995640845,1.1037805036481738,-0.9818049062616532,0.45490137275776227,-1.3693706307278122,-1.3567521830190492,-0.3699808970326958,-0.5763738268582649,-0.0837505399131284,-1.4434890334754586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034748588673645,0.0095119967405024,0.00630041693356,SPY
2011-03-22,-0.36673273137575024,1.2603466536796146,-0.029313843491649998,0.32464386954919366,-1.3724550244161762,-1.3578765956575327,-0.4845208187597255,-0.7006415585458119,-0.3960593820652014,-0.7295356744257715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028579301497639,0.0196827699956223,0.0155031750880905,SPY
2011-03-23,0.2142830811520544,0.761681607357854,0.3283375975894871,0.3170130105339507,-1.3749045450972968,-1.358329415827795,-0.35121840796289044,-1.088092923465982,-0.1850080560502625,-0.015582315376084302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009517687209958,0.0237023350231861,0.0261852945329117,SPY
2011-03-24,0.8252973039693257,-0.11704318646153707,1.2856656404546711,0.35109551755913226,-1.3731764300167542,-1.3580233035205285,0.043693536726181634,-0.6565259964175941,-0.0776009425157735,0.6983710436736027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003051327535231,0.0128283704715483,0.0217631250538321,SPY
2011-03-25,0.2320267543983918,0.7947709181733358,1.1243460442728188,0.31230877240047605,-1.372011582927135,-1.3582845073396554,0.18142178984833832,-0.38197848416671,-0.1458433447081622,1.4123244027232895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024400892870861,0.0139916231078149,0.0176650330481971,SPY
2011-03-28,-0.27179549490089105,0.808343505318222,1.098601930803937,0.29750500541167557,-1.3703169872472414,-1.3591944157720097,0.10338625258932234,-0.6809118158093219,-0.7534842784701871,-1.4434890334754586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066959143877554,0.0172574639310276,0.0286732887736889,SPY
2011-03-29,0.5664074807608543,-0.030850691507226267,0.3067904684743183,0.20440949520816107,-1.3659387762627246,-1.3583403212842102,0.36534372228463985,-0.459702164365293,-0.5045302614096068,-0.7295356744257715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068774951773278,0.0104113145549007,0.0284850017280717,SPY
2011-03-30,0.5830670141366698,0.22492563423533482,0.758740762172146,0.21897161206174257,-1.3578368000152066,-1.3571259216259486,0.6262946296572623,0.2764248463449457,-0.4243135386464973,-0.015582315376084302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013562773416797,0.006681052321884,0.0248452525140852,SPY
2011-03-31,-0.17235875756692215,0.8788317189409652,0.9373548703797489,0.10397585228445688,-1.351827052216531,-1.3572986858211393,0.5727693978819675,0.06719899212210201,-0.4663342244128832,0.6983710436736027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042145801714976,0.0054906033682025,0.0285499783605471,SPY
